"mean.AL_Ank_X"	"var.AL_Ank_X"	"max.AL_Ank_X"	"min.AL_Ank_X"	"quarlite.AL_Ank_X70"	"quarlite.AL_Ank_X80"	"quarlite.AL_Ank_X90"	"mean.AL_Ank_Y"	"var.AL_Ank_Y"	"max.AL_Ank_Y"	"min.AL_Ank_Y"	"quarlite.AL_Ank_Y70"	"quarlite.AL_Ank_Y80"	"quarlite.AL_Ank_Y90"	"mean.AL_Ank_Z"	"var.AL_Ank_Z"	"max.AL_Ank_Z"	"min.AL_Ank_Z"	"quarlite.AL_Ank_Z70"	"quarlite.AL_Ank_Z80"	"quarlite.AL_Ank_Z90"	"corri.AL_Ank_XY"	"corri.AL_Ank_XZ"	"corri.AL_Ank_YZ"	"mean.AL_hip_X"	"var.AL_hip_X"	"max.AL_hip_X"	"min.AL_hip_X"	"quarlite.AL_hip_X70"	"quarlite.AL_hip_X80"	"quarlite.AL_hip_X90"	"mean.AL_hip_Y"	"var.AL_hip_Y"	"max.AL_hip_Y"	"min.AL_hip_Y"	"quarlite.AL_hip_Y70"	"quarlite.AL_hip_Y80"	"quarlite.AL_hip_Y90"	"mean.AL_hip_Z"	"var.AL_hip_Z"	"max.AL_hip_Z"	"min.AL_hip_Ank_Z"	"quarlite.AL_hip_Z70"	"quarlite.AL_hip_Z80"	"quarlite.AL_hip_Z90"	"corri.AL_Hip_XY"	"corri.AL_Hip_XZ"	"corri.AL_Hip_YZ"	"mean.AL_LW_X"	"var.AL_LW_X"	"max.AL_LW_X"	"min.AL_LW_X"	"quarlite.AL_LW_X70"	"quarlite.AL_LW_X80"	"quarlite.AL_LW_X90"	"mean.AL_LW_Y"	"var.AL_LW_Y"	"max.AL_LW_Y"	"min.AL_LW_Y"	"quarlite.AL_LW_Y70"	"quarlite.AL_LW_Y80"	"quarlite.AL_LW_Y90"	"mean.AL_LW_Z"	"var.AL_LW_Z"	"max.AL_LW_Z"	"min.AL_LW_Z"	"quarlite.AL_LW_Z70"	"quarlite.AL_LW_Z80"	"quarlite.AL_LW_Z90"	"corri.AL_LW_XY"	"corri.AL_LW_XZ"	"corri.AL_LW_YZ"	"mean.AL_RW_X"	"var.AL_RW_X"	"max.AL_RW_X"	"min.AL_RW_X"	"quarlite.AL_RW_X70"	"quarlite.AL_RW_X80"	"quarlite.AL_RW_X90"	"mean.AL_RW_Y"	"var.AL_RW_Y"	"max.AL_RW_Y"	"min.AL_RW_Y"	"quarlite.AL_RW_Y70"	"quarlite.AL_RW_Y80"	"quarlite.AL_RW_Y90"	"mean.AL_RW_Z"	"var.AL_RW_Z"	"max.AL_RW_Z"	"min.AL_RW_Z"	"quarlite.AL_RW_Z70"	"quarlite.AL_RW_Z80"	"quarlite.AL_RW_Z90"	"corri.AL_RW_XY"	"corri.AL_RW_XZ"	"corri.AL_RW_YZ"	"Sex"	"Age"	"Ht"	"Wt"	"COS.Intensity"
0.124834444	1.075680169	5.047	-4.055	0.375	0.7238	1.4844	-1.103621667	0.805797627	1.367	-4.094	-0.844	-0.52	0.2344	-0.286344444	0.250013807	2.313	-3.859	-0.082	0.016	0.219	-0.130381147	-0.129829929	0.162153688	0.392300556	0.225411921	2.371	-0.941	0.602	0.793	1.023	-0.936593889	0.696031564	1.105	-4.625	-0.473	-0.301	-0.1166	0.057151111	0.07148296	1.305	-1.32	0.191	0.27	0.371	-0.41630872	-0.15081931	-0.032621464	0.848525	0.538077676	3.305	-1.152	1.168	1.445	1.8523	0.490511111	0.484482365	3.293	-2.387	0.688	0.9228	1.3874	0.099123333	0.276395623	2.875	-2.098	0.211	0.355	0.68	0.41671616	0.039948815	0.504852919	-0.249149444	0.714577074	2.281	-4.164	0.238	0.422	0.734	0.514801667	0.281452793	2.859	-1.82	0.75	0.9148	1.1954	0.514801667	0.281452793	2.859	-1.82	0.514801667	0.9148	1.1954	0.187886043	0.205148359	0.459208626	"Female"	18	68.3	186.6	"MPA"
0.165356667	1.019579745	4.852	-3.434	0.379	0.7396	1.5442	-1.081602778	0.719714375	1.379	-4.125	-0.895	-0.457	0.2006	-0.299457222	0.233157528	2.984	-3.469	-0.125	-0.027	0.129	-0.162775777	-0.098948665	0.126558569	0.402072222	0.181288653	2.27	-0.828	0.574	0.711	0.949	-0.925825556	0.610471424	1.188	-4.48	-0.523	-0.3352	-0.1206	0.074359444	0.067188123	1.16	-1.129	0.199	0.273	0.391	-0.343365038	-0.096172006	-0.127395695	0.904613889	0.937049889	5.469	-2.453	1.3172	1.66	2.0633	0.462845	0.752890385	3.996	-3.023	0.6182	0.8924	1.6334	0.109015556	0.293234472	3.008	-1.449	0.25	0.383	0.7114	0.43034996	0.185181975	0.553299102	-0.368598889	1.013326647	1.586	-6.883	0.207	0.3918	0.6804	0.515053889	0.378786074	3.52	-2.129	0.785	0.996	1.2273	0.515053889	0.378786074	3.52	-2.129	0.515053889	0.996	1.2273	0.056566356	0.198318748	0.497167892	"Female"	18	68.3	186.6	"VPA"
0.178704444	0.823473224	4.871	-3.473	0.363	0.648	1.3523	-1.071604444	0.587845105	1.02	-3.668	-0.891	-0.5382	0.012	-0.306952222	0.224569336	2.664	-4.551	-0.137	-0.047	0.113	-0.150745914	-0.226620787	0.117081508	0.402775	0.163710724	4.453	-0.973	0.5442	0.668	0.8984	-0.915332778	0.445351056	1.133	-4.184	-0.609	-0.4092	-0.1982	0.077356111	0.062632104	1.883	-1.887	0.184	0.258	0.371	-0.247190508	-0.068296564	-0.189449115	0.919447778	0.773758138	4.98	-2.039	1.188	1.453	1.9466	0.537579444	0.847919894	5.703	-3.027	0.586	0.859	1.688	0.023978889	0.170107634	2.668	-2.137	0.1422	0.254	0.453	0.395269359	0.087727195	0.392958643	-0.54439	1.057258645	2.324	-7.789	-0.031	0.152	0.4024	0.447039444	0.340009569	3.629	-2.191	0.6182	0.793	1.0434	0.447039444	0.340009569	3.629	-2.191	0.447039444	0.793	1.0434	0.125946671	0.145703484	0.535798468	"Female"	18	68.3	186.6	"VPA"
0.176816667	0.706926044	4.719	-2.66	0.3492	0.5566	1.395	-1.082572222	0.485288527	0.934	-3.355	-0.918	-0.6712	-0.125	-0.302973333	0.182547903	1.973	-2.973	-0.129	-0.055	0.0984	-0.15621515	-0.193361065	0.118366002	0.390161111	0.10933851	2.07	-0.957	0.516	0.605	0.7548	-0.92641	0.351252119	0.484	-3.895	-0.625	-0.484	-0.309	0.101401667	0.050384691	1	-0.688	0.199	0.273	0.375	-0.285816417	-0.104605552	-0.236484449	0.922737222	0.503734352	3.703	-1.891	1.215	1.438	1.824	0.41035	0.462223496	4.66	-1.574	0.422	0.563	1.1684	0.067464444	0.158986039	2.77	-1.324	0.172	0.293	0.449	0.250031294	0.008298901	0.451242424	-0.242966111	0.631980248	1.188	-6.051	0.207	0.383	0.656	0.374240556	0.181023018	2.145	-1.133	0.531	0.6338	0.9024	0.374240556	0.181023018	2.145	-1.133	0.374240556	0.6338	0.9024	0.102935478	0.084177793	0.481318928	"Female"	18	68.3	186.6	"VPA"
0.131831667	0.76174515	5.617	-3.945	0.25	0.4108	1.1808	-1.081801667	0.485422739	1.301	-4.375	-0.984	-0.758	-0.141	-0.291958889	0.197505895	2.277	-3.859	-0.125	-0.0772	0.074	-0.181831972	-0.208108467	0.132668302	0.381693889	0.124358997	2.609	-0.816	0.5	0.605	0.785	-0.924896111	0.316340517	0.43	-4.094	-0.707	-0.527	-0.2966	0.113526111	0.042189596	0.895	-0.727	0.23	0.277	0.3244	-0.374688278	-0.072997921	-0.158410165	0.851905	0.543240421	5.004	-1.531	1.098	1.293	1.6688	0.540705	0.681087103	4.859	-3.742	0.73	0.777	1.281	0.034576111	0.190818974	2.422	-2.523	0.203	0.391	0.48	0.366100509	-0.168350982	-0.007490709	-0.267011111	0.744254625	1.984	-5.828	0.1922	0.449	0.813	0.449762222	0.283098081	3.406	-1.227	0.73	0.789	0.9968	0.449762222	0.283098081	3.406	-1.227	0.449762222	0.789	0.9968	0.036007199	0.121871718	0.548998059	"Female"	18	68.3	186.6	"VPA"
0.159102778	0.766115795	4.406	-3.66	0.355	0.5828	1.2667	-1.07619	0.554798041	1.102	-3.875	-0.922	-0.5454	-0.004	-0.308628889	0.201891553	1.523	-3.57	-0.117	-0.035	0.102	-0.155348766	-0.050835009	0.124995698	0.429063333	0.149754447	2.426	-0.84	0.559	0.672	0.859	-0.903677222	0.391459965	0.984	-3.727	-0.609	-0.438	-0.2376	0.07854	0.051709474	0.898	-0.789	0.184	0.262	0.367	-0.319703036	-0.168862882	-0.169870985	0.881911667	0.684756139	5.43	-2.773	1.1612	1.4188	1.82	0.505863333	0.930002416	5.012	-2.965	0.48	0.816	1.7234	-0.064066111	0.254223029	3.191	-2.902	0.078	0.223	0.406	0.356219884	0.119569336	0.120657991	-0.364967778	0.697294055	1.68	-7.152	0.063	0.238	0.5164	0.476259444	0.30172572	3.473	-1.68	0.617	0.813	1.105	0.476259444	0.30172572	3.473	-1.68	0.476259444	0.813	1.105	0.058325031	-0.064709836	0.472295592	"Female"	18	68.3	186.6	"VPA"
0.171276667	0.75897012	5.031	-3.039	0.34	0.5478	1.395	-1.093474444	0.517578745	1.48	-3.762	-0.9128	-0.6592	-0.0936	-0.308098889	0.210395403	1.77	-3.863	-0.125	-0.031	0.137	-0.219756236	-0.075685494	0.072776842	0.401764444	0.145352027	2.512	-0.789	0.563	0.656	0.8444	-0.918611111	0.373544427	0.754	-4.988	-0.59	-0.453	-0.297	0.094057778	0.053908728	1.09	-0.891	0.203	0.273	0.387	-0.335154326	-0.138250779	-0.177865146	0.926362778	0.537149068	4.352	-2.105	1.207	1.457	1.8256	0.444452778	0.772854784	5.551	-1.719	0.434	0.633	1.2504	-0.058799444	0.100328988	1.719	-1.27	0.074	0.172	0.297	0.335037432	-0.110231389	0.025971153	-0.251088889	0.649738065	1.418	-4.766	0.199	0.3136	0.52	0.413868889	0.219177292	3.352	-1.199	0.563	0.7078	0.988	0.413868889	0.219177292	3.352	-1.199	0.413868889	0.7078	0.988	0.006578554	-0.038871998	0.534520972	"Female"	18	68.3	186.6	"VPA"
0.147237222	0.764646203	4.973	-3.551	0.324	0.5286	1.2746	-1.085313889	0.545938337	0.961	-3.586	-0.9368	-0.637	-0.0546	-0.301001667	0.199541054	1.777	-3.25	-0.1358	-0.035	0.1094	-0.278464627	-0.160569975	0.176600701	0.423796667	0.142556601	2.332	-0.887	0.551	0.664	0.836	-0.906114444	0.354337112	0.719	-3.984	-0.625	-0.4562	-0.27	0.089723333	0.051678764	1.207	-0.695	0.191	0.258	0.367	-0.269602752	-0.131902033	-0.104224172	0.877988889	0.657031711	4.395	-2.418	1.125	1.344	1.8368	0.522983333	0.961047419	5.926	-2.473	0.48	0.8208	1.7308	0.006344444	0.198120414	2.551	-1.586	0.102	0.211	0.445	0.426947566	0.064536084	0.23133509	-0.583125556	1.173857372	1.574	-7.73	0.07	0.305	0.523	0.372318889	0.443210979	3.949	-2.598	0.508	0.754	1.1883	0.372318889	0.443210979	3.949	-2.598	0.372318889	0.754	1.1883	0.080873799	0.2599017	0.498819503	"Female"	18	68.3	186.6	"VPA"
0.164102222	0.91886012	5.125	-4.164	0.375	0.6058	1.4414	-1.098658333	0.573370825	0.957	-4.121	-0.8738	-0.551	-0.0422	-0.331845556	0.237284585	1.465	-3.32	-0.129	-0.039	0.125	-0.203377456	-0.108138372	0.109917574	0.417187778	0.173625338	2.977	-0.785	0.563	0.668	0.875	-0.911501667	0.454861903	0.48	-4.66	-0.563	-0.41	-0.203	0.085482222	0.060456139	1.125	-1.227	0.195	0.27	0.395	-0.424262912	-0.149477136	-0.139544684	0.689586111	0.725575898	4.621	-1.703	1.047	1.332	1.805	0.652689444	0.786533374	6.055	-1.762	0.789	1.148	1.6954	0.167855	0.196006169	3.328	-0.949	0.305	0.441	0.688	0.474162323	0.268664633	0.506370545	-0.436734444	0.874776711	1.844	-7.52	0.047	0.2118	0.4454	0.435358333	0.312314647	3.434	-2.512	0.637	0.816	1.105	0.435358333	0.312314647	3.434	-2.512	0.435358333	0.816	1.105	0.1434257	0.016422301	0.607948439	"Female"	18	68.3	186.6	"VPA"
0.148913889	0.851066569	5.234	-4.535	0.336	0.523	1.3762	-1.088403333	0.55487566	1.207	-3.344	-0.926	-0.5852	-0.07	-0.307973333	0.217931306	1.598	-3.84	-0.113	-0.035	0.105	-0.23536532	-0.202360985	0.165070976	0.434981111	0.133390986	2.254	-0.848	0.563	0.664	0.8404	-0.900535	0.383582535	0.672	-3.984	-0.598	-0.41	-0.2146	0.094534444	0.05601399	2.074	-1.184	0.184	0.254	0.379	-0.326487441	-0.117361327	-0.172392171	0.758213333	0.491939215	3.844	-1.855	1.0872	1.234	1.504	0.610958889	0.794498334	6.961	-1.453	0.676	1.148	1.8065	-0.039333333	0.185085118	2.09	-2.617	0.125	0.219	0.449	0.346496507	-0.03338366	-0.194715454	-0.329061667	0.837883378	2.285	-6.836	0.2242	0.406	0.648	0.409972222	0.263890611	3	-1.527	0.574	0.77	1.074	0.409972222	0.263890611	3	-1.527	0.409972222	0.77	1.074	0.116544844	0.027855767	0.577380318	"Female"	18	68.3	186.6	"VPA"
0.030152222	0.197021514	3.566	-2.645	0.145	0.2348	0.4068	-1.007590556	0.102535219	0.602	-3.434	-0.98	-0.961	-0.832	-0.211860556	0.036330609	1.445	-1.699	-0.18	-0.1362	-0.039	-0.230986786	0.267817198	-0.075460304	0.389068333	0.040043621	1.246	-0.316	0.426	0.488	0.6847	-0.888703333	0.073661756	-0.18	-3.359	-0.828	-0.742	-0.578	0.192107778	0.018145794	0.805	-0.426	0.254	0.289	0.34	0.050832411	-0.145485561	-0.187831496	0.484050556	0.438257866	2.695	-1.512	0.777	0.887	1.094	0.253448889	0.180477992	1.945	-0.773	0.5242	0.734	0.8094	-0.106991111	0.297688316	1.648	-1.324	0.313	0.398	0.4924	0.18372483	-0.396651441	0.508306662	-0.300595556	0.300301355	0.949	-2.641	-0.1198	0.1648	0.695	0.207687222	0.221720208	1.957	-0.848	0.504	0.727	0.832	0.207687222	0.221720208	1.957	-0.848	0.207687222	0.727	0.832	0.254969993	0.580390419	0.60890632	"Female"	18	68.3	186.6	"VPA"
-0.051419444	0.112184354	5.539	-1.859	-0.031	0.047	0.18	-0.988109444	0.019809575	-0.223	-2.578	-0.992	-0.9372	-0.8946	-0.164942222	0.01984473	0.695	-1.109	-0.137	-0.109	-0.02	-0.192403138	-0.000259126	-0.115169131	0.344993333	0.007055078	1.395	0.039	0.387	0.402	0.43	-0.920195556	0.005874557	-0.453	-1.855	-0.895	-0.883	-0.859	0.213926111	0.004644491	0.824	-0.266	0.246	0.262	0.277	0.359412382	0.251101331	0.170871809	0.374365	0.18314891	0.926	-1.066	0.563	0.605	0.656	0.394177222	0.222125153	2.047	-0.41	0.734	0.758	0.844	-0.013286667	0.331103949	0.813	-1.324	0.41	0.438	0.5	-0.003293955	-0.263892207	0.729742921	-0.296136111	0.265347483	1.234	-1.184	-0.359	0.0294	0.695	0.330509444	0.337262527	2.02	-0.75	0.801	0.836	0.883	0.330509444	0.337262527	2.02	-0.75	0.330509444	0.836	0.883	0.225425453	0.409536258	0.634399006	"Female"	18	68.3	186.6	"MPA"
-0.100690556	0.007745636	0.68	-0.504	-0.086	-0.066	-0.027	-1.015813889	0.001080524	-0.586	-1.332	-1.008	-1	-0.992	-0.124430556	0.014290783	0.645	-0.707	-0.098	-0.055	0	0.245875022	0.150792245	-0.395435888	0.384162222	0.034652286	1.109	0.051	0.367	0.406	0.664	-0.846398889	0.065025492	0.063	-1.391	-0.891	-0.879	-0.6828	0.215901667	0.011352444	0.527	-0.098	0.301	0.32	0.344	0.925901484	0.414861625	0.532433991	0.575882778	0.11151034	1.824	-0.867	0.641	0.664	0.914	0.050371667	0.181611819	1.867	-0.691	0.0442	0.688	0.773	-0.387475	0.303570415	1.254	-1.254	-0.0956	0.363	0.4184	-0.087815975	-0.380128472	0.779649368	-0.525707778	0.035686455	0.004	-0.969	-0.402	-0.352	-0.281	-0.181881111	0.378708358	1.098	-0.977	-0.367	0.781	0.809	-0.181881111	0.378708358	1.098	-0.977	-0.181881111	0.781	0.809	0.413520509	0.876231412	0.557132759	"Female"	18	68.3	186.6	"MPA"
-0.066958889	0.1600752	3.473	-2.633	-0.074	-0.0422	0.102	-1.050907222	0.086497538	0.145	-2.723	-1.0068	-0.98	-0.7846	-0.215015556	0.048218076	0.801	-1.578	-0.125	-0.117	-0.07	-0.317869969	0.144018595	-0.044386546	0.376279444	0.036242907	1.414	-0.141	0.352	0.445	0.6684	-0.884529444	0.028867051	-0.039	-1.625	-0.887	-0.848	-0.672	0.236849444	0.013067932	0.609	-0.387	0.316	0.324	0.332	0.241945235	-0.322115238	-0.212316914	0.771204444	0.079327997	2.02	-0.879	0.828	0.996	1.184	-0.007255556	0.106799074	1.508	-0.867	0.07	0.2628	0.5234	-0.558213333	0.129454308	0.891	-1.195	-0.391	-0.211	-0.0116	0.352890852	0.651885453	0.519322684	-0.499403333	0.317834605	1.422	-2.113	-0.586	-0.539	0.7034	-0.269160556	0.20109092	1.797	-1.172	-0.102	0.07	0.434	-0.269160556	0.20109092	1.797	-1.172	-0.269160556	0.07	0.434	0.109390998	0.380987797	0.485129029	"Female"	18	68.3	186.6	"LPA"
-0.109804444	0.127769501	3.16	-2.797	-0.023	0.113	0.289	-0.979262778	0.066213318	0.691	-2.539	-0.961	-0.898	-0.734	-0.239033333	0.076709603	0.641	-1.363	-0.137	-0.02	0.0704	-0.220615206	0.100538255	-0.334542755	0.467046111	0.055446681	1.313	-0.418	0.52	0.637	0.875	-0.78691	0.102708621	0.227	-1.527	-0.797	-0.695	-0.3942	0.051110556	0.063150791	0.961	-0.844	0.211	0.25	0.297	0.742957294	0.083422318	0.096441945	0.696218889	0.168290519	2.988	-0.84	0.953	1.055	1.1764	0.415528333	0.210596658	2.656	-1.934	0.789	0.852	0.902	-0.210571111	0.229730163	1.496	-1.512	-0.016	0.305	0.402	-0.35668842	-0.155802023	0.167278611	-0.685572778	0.149850272	0.738	-2.316	-0.5378	-0.371	-0.164	0.315299444	0.184944719	1.93	-2.285	0.5832	0.75	0.828	0.315299444	0.184944719	1.93	-2.285	0.315299444	0.75	0.828	0.489770433	0.061551121	0.026070494	"Female"	18	68.3	186.6	"MPA"
-0.029791667	0.47393122	4.066	-2.336	-0.082	0.039	0.3834	-1.126667222	0.160011962	-0.07	-3.789	-0.98	-0.973	-0.953	-0.277423889	0.058862978	1.184	-1.957	-0.172	-0.133	-0.07	-0.198578893	-0.203442019	0.535006875	0.458433333	0.07542372	2.113	-0.32	0.5792	0.652	0.738	-0.869923333	0.227201295	0.613	-4.563	-0.773	-0.691	-0.4292	0.125117778	0.032243376	0.867	-0.578	0.223	0.25	0.297	-0.462093513	-0.1496528	-0.326123953	0.650138333	0.220764029	2.25	-1.148	0.867	0.992	1.16	0.593264444	0.438534175	4.348	-0.848	0.797	0.824	1.148	0.013872222	0.221253238	2.289	-1.188	0.297	0.328	0.422	0.005166949	-0.116347112	0.638602235	-0.317457222	0.393839333	1.551	-2.02	-0.32	0.066	0.832	0.574829444	0.17068343	2.484	-0.605	0.773	0.801	1.0084	0.574829444	0.17068343	2.484	-0.605	0.574829444	0.801	1.0084	0.322382859	0.186566244	0.615506764	"Female"	18	68.3	186.6	"MPA"
0.32734	1.776418934	4.207	-1.922	0.457	0.7938	3.027	-1.494837222	0.533462669	0.551	-4.742	-1.1008	-0.879	-0.652	-0.409860556	0.183905072	1.625	-3.285	-0.2098	-0.133	-0.035	-0.111847974	0.001426899	0.359519404	0.497171111	0.381575004	2.668	-0.516	0.6692	0.8638	1.4184	-0.871307778	1.082936952	0.695	-4.773	-0.07	0.074	0.207	0.113405	0.083561664	1.063	-0.773	0.25	0.371	0.523	-0.660417489	0.172441444	-0.311375856	0.282597222	0.798382351	2.766	-1.879	0.809	0.9578	1.3598	1.059438889	2.008428335	5.246	-1.43	1.844	2.551	3.2428	-0.024265	0.222688372	2.234	-1.832	0.07	0.227	0.5354	0.398130753	0.233783938	0.118383473	-0.061966111	0.870659451	1.992	-3.832	0.699	0.848	1.004	0.770090556	0.776743798	3.691	-1.148	1.258	1.6218	1.992	0.770090556	0.776743798	3.691	-1.148	0.770090556	1.6218	1.992	0.212200706	-0.155553749	0.66015621	"Female"	18	68.3	186.6	"MPA"
0.325641111	1.985732785	4.957	-1.777	0.438	0.9338	3.152	-1.513421667	0.525681366	0.574	-5.508	-1.137	-0.9212	-0.699	-0.420571667	0.204043753	1.266	-3.367	-0.188	-0.121	-0.0196	-0.073858374	-0.083447819	0.372588134	0.455755	0.391002775	3.117	-0.609	0.5639	0.754	1.3408	-0.900071111	1.149378765	0.945	-5.18	-0.184	0.059	0.219	0.057923889	0.094913492	1.434	-1.758	0.207	0.324	0.469	-0.596957365	-0.078441086	-0.104775836	0.238903889	0.833516171	2.867	-2.078	0.793	0.965	1.4224	0.942150556	1.418450974	4.684	-1.563	1.4646	2.0088	2.699	-0.000350556	0.215296372	2.133	-1.828	0.1532	0.285	0.539	0.342305493	0.089855044	0.060108096	0.195477222	0.779819842	2.219	-3.891	0.7982	0.953	1.219	0.614309444	0.601917633	3.684	-1.289	0.9462	1.332	1.758	0.614309444	0.601917633	3.684	-1.289	0.614309444	1.332	1.758	0.100707967	0.036249681	0.616408148	"Female"	18	68.3	186.6	"VPA"
0.338523889	1.915439768	4.383	-1.984	0.4389	0.828	3.1294	-1.511377778	0.541814568	0.559	-5.066	-1.125	-0.914	-0.676	-0.409906667	0.18942057	1.566	-2.93	-0.191	-0.113	-0.0036	-0.076845728	-0.061772786	0.39956255	0.442800556	0.402433425	3.098	-0.57	0.516	0.66	1.3598	-0.903915	1.249513884	0.754	-5.047	-0.1118	0.105	0.2344	0.076153889	0.095657133	1.328	-0.863	0.215	0.34	0.5	-0.616071876	0.045133936	-0.268484809	0.230065556	0.776448261	2.98	-2.148	0.785	0.9498	1.281	1.052995556	2.087463791	5.277	-1.453	1.7512	2.511	3.3058	-0.130375	0.175053455	1.809	-1.918	0.031	0.129	0.313	0.342256828	0.021282963	-0.158392601	-0.087351667	0.911246308	1.813	-3.32	0.684	0.828	1.027	0.828915	0.968538328	4.039	-1.551	1.3562	1.762	2.2273	0.828915	0.968538328	4.039	-1.551	0.828915	1.762	2.2273	0.088467813	-0.158791833	0.62745645	"Female"	18	68.3	186.6	"VPA"
0.352613889	1.876187622	4.195	-2.402	0.4462	0.832	3.0649	-1.516318333	0.546129328	0.434	-4.934	-1.121	-0.902	-0.656	-0.413967222	0.192576583	1.32	-3.156	-0.191	-0.121	-0.02	-0.088165116	-0.040839534	0.39748219	0.434363333	0.385578825	3.02	-0.492	0.5	0.6648	1.4064	-0.907450556	1.251511102	0.711	-5.043	-0.066	0.113	0.246	0.090185	0.105174984	1.375	-0.895	0.23	0.363	0.535	-0.622068814	0.063873273	-0.341581093	0.216458333	0.822397808	3.801	-2.262	0.793	0.9348	1.191	1.070556667	2.150669294	5.941	-1.711	1.8022	2.4642	3.3634	0.062317222	0.325671328	2.875	-2.141	0.176	0.379	0.7734	0.339635588	0.380278727	0.371466582	-0.069820556	0.866772596	1.688	-2.813	0.676	0.867	1.059	0.733797778	0.621469547	3.523	-1.309	1.129	1.434	1.8058	0.733797778	0.621469547	3.523	-1.309	0.733797778	1.434	1.8058	0.188589686	-0.16784647	0.72659172	"Female"	18	68.3	186.6	"VPA"
0.329885	1.969443423	4.297	-2.234	0.434	0.781	3.148	-1.525101111	0.509063018	0.477	-4.754	-1.148	-0.938	-0.695	-0.416583333	0.180896755	1.121	-2.801	-0.199	-0.1242	-0.027	-0.088869428	-0.068936998	0.447908279	0.431149444	0.406265779	2.844	-0.602	0.504	0.656	1.4104	-0.912130556	1.214046388	0.625	-4.883	-0.1008	0.105	0.227	0.095171667	0.106771548	1.27	-0.758	0.234	0.367	0.527	-0.633244547	0.104406755	-0.382681367	0.234478889	0.748990876	2.781	-2.012	0.805	0.941	1.1883	1.078135556	2.143675256	5.664	-1.867	1.797	2.523	3.3284	-0.005251111	0.233142985	1.867	-2.047	0.105	0.254	0.559	0.346304877	0.30733524	0.226713527	-0.035832222	0.786931696	1.645	-2.605	0.6732	0.832	1.0274	0.67657	0.558768454	3.273	-0.957	1.105	1.3758	1.7234	0.67657	0.558768454	3.273	-0.957	0.67657	1.3758	1.7234	0.199179631	-0.116390957	0.774162764	"Female"	18	68.3	186.6	"VPA"
0.340183333	2.029345583	4.766	-1.855	0.434	0.855	3.1911	-1.531414444	0.541542338	0.633	-4.754	-1.164	-0.93	-0.6907	-0.410823333	0.204827106	1.59	-3.086	-0.18	-0.1082	-0.008	-0.086664315	-0.049017208	0.422200825	0.444706111	0.389973329	2.871	-0.547	0.531	0.668	1.441	-0.901513889	1.105211873	0.613	-5.258	-0.1499	0.059	0.211	0.092218333	0.117473609	1.59	-0.75	0.2352	0.367	0.555	-0.616940837	0.127671932	-0.41335488	0.225951111	0.827065307	3.25	-2.098	0.805	0.961	1.262	1.051225	2.061248341	4.957	-1.582	1.758	2.4498	3.2738	-0.130664444	0.237497028	2.141	-2.125	0.0322	0.145	0.4068	0.354603265	0.262532822	0.001461581	-0.036826111	0.853966354	2.293	-2.945	0.684	0.848	1.0274	0.732178333	0.665260439	3.324	-0.977	1.1889	1.488	1.8714	0.732178333	0.665260439	3.324	-0.977	0.732178333	1.488	1.8714	0.149789407	-0.212745745	0.625949822	"Female"	18	68.3	186.6	"VPA"
0.348663333	2.075650545	4.578	-2.535	0.4422	0.8566	3.1811	-1.535092222	0.537589253	0.535	-5.172	-1.164	-0.934	-0.688	-0.401904444	0.18962524	1.082	-3.215	-0.18	-0.105	-0.008	-0.086187011	-0.052027111	0.418930795	0.376514444	0.346497215	2.66	-0.887	0.512	0.625	1.2217	-0.937837778	1.181931776	0.762	-4.891	-0.1978	0.0318	0.223	0.085782778	0.13686161	1.496	-0.793	0.2122	0.355	0.5984	-0.54852641	0.097747537	-0.511803943	0.272941111	0.810549913	4.129	-2.566	0.7862	0.9308	1.2344	1.084217778	2.076255697	5.738	-1.898	1.8252	2.5526	3.3404	-0.137603889	0.23474582	2.305	-1.797	0.059	0.168	0.3444	0.358059707	0.153308248	-0.15632206	-0.103943333	0.778358804	1.57	-3.52	0.605	0.75	0.922	0.747068889	0.768511591	4.629	-1.313	1.2352	1.547	1.9308	0.747068889	0.768511591	4.629	-1.313	0.747068889	1.547	1.9308	0.082651482	-0.176799542	0.675116302	"Female"	18	68.3	186.6	"VPA"
0.342660556	2.138662139	4.688	-2.258	0.43	0.7986	3.2464	-1.541905556	0.540468793	0.52	-4.598	-1.172	-0.941	-0.695	-0.401229444	0.201476132	1.41	-3.172	-0.172	-0.102	-0.012	-0.087580494	-0.030888389	0.407361542	0.311333889	0.28822419	2.398	-1.027	0.48	0.594	1.059	-0.965898889	1.142295849	0.621	-4.734	-0.215	-0.02	0.129	0.099192222	0.162766379	1.863	-0.922	0.219	0.41	0.703	-0.518466139	0.111992747	-0.576879067	0.188917778	0.752466262	3.18	-1.758	0.7279	0.875	1.1023	1.052890556	1.822075909	4.805	-1.871	1.727	2.395	3.129	-0.024089444	0.290708164	3.441	-2.598	0.129	0.2738	0.586	0.313250396	0.302480991	0.066086903	-0.112974444	0.836443507	1.586	-3.266	0.617	0.777	0.9534	0.728471111	0.657569143	3.938	-1.566	1.137	1.43	1.879	0.728471111	0.657569143	3.938	-1.566	0.728471111	1.43	1.879	0.098524204	-0.200367833	0.681831093	"Female"	18	68.3	186.6	"VPA"
